Country,EPI 2000,EPI 2002,EPI 2004,EPI 2006,EPI 2008,EPI 2010,EPI 2012,EPI 2014,EPI 2016,EPI 2018,EPI 2020,CCPI 2008,CCPI 2009,CCPI 2010,CCPI 2011,CCPI 2012,CCPI 2013,CCPI 2014,CCPI 2015,CCPI 2016,CCPI 2017,CCPI 2018,CCPI 2019,CCPI 2020,2014 Sustainable Competitiveness,2015 Sustainable Competitiveness,2016 Sustainable Competitiveness,2017 Sustainable Competitiveness,2018 Sustainable Competitiveness,2019 Sustainable Competitiveness,2020 Sustainable Competitiveness,2014 Natural capital,2015 Natural capital,2016 Natural capital,2017 Natural capital,2018 Natural capital,2019 Natural capital,2020 Natural capital,2014 Resource Intensity,2015 Resource Intensity,2016 Resource Intensity,2017 Resource Intensity,2018 Resource Intensity,2019 Resource Intensity,2020 Resource Intensity,2014 Social capital,2015 Social capital,2016 Social capital,2017 Social capital,2018 Social capital,2019 Social capital,2020 Social capital,2014 Intellectual capital,2015 Intellectual capital,2016 Intellectual capital,2017 Intellectual capital,2018 Intellectual capital,2019 Intellectual capital,2020 Intellectual capital,2014 Governance,2015 Governance,2016 Governance,2017 Governance,2018 Governance,2019 Governance,2020 Governance,GDP PER CAPITA PER CAPITA 2000,GDP PER CAPITA PER CAPITA 2001,GDP PER CAPITA 2002,GDP PER CAPITA 2003,GDP PER CAPITA 2004,GDP PER CAPITA 2005,GDP PER CAPITA 2006,GDP PER CAPITA 2007,GDP PER CAPITA 2008,GDP PER CAPITA 2009,GDP PER CAPITA 2010,GDP PER CAPITA 2011,GDP PER CAPITA 2012,GDP PER CAPITA 2013,GDP PER CAPITA 2014,GDP PER CAPITA 2015,GDP PER CAPITA 2016,GDP PER CAPITA 2017,GDP PER CAPITA 2018,GDP PER CAPITA 2019,GDP PER CAPITA 2020,Country Code,Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Continent_Name,Continent_Code,Country_Number,coun_code,GNI per capita 2000,GNI per capita 2001,GNI per capita 2002,GNI per capita 2003,GNI per capita 2004,GNI per capita 2005,GNI per capita 2006,GNI per capita 2007,GNI per capita 2008,GNI per capita 2009,GNI per capita 2010,GNI per capita 2011,GNI per capita 2012,GNI per capita 2013,GNI per capita 2014,GNI per capita 2015,GNI per capita 2016,GNI per capita 2017,GNI per capita 2018,GNI per capita 2019,gsia_region
Cote d'Ivoire,51.36,51.56,52.4,53.08,53.44,54.25,53.55,39.72,59.89,45.25,25.8,,,,,,,,,,,,,,38.91,39.64,42.53,43.92,42.88,42.76,45.28,61.85,64.19,61.93,56.58,51.67,50.81,55.2,61.85,45.04,55.08,57.61,46.54,57.92,59.84,30.78,31.85,43.53,48.39,33.67,35.77,33.69,20.79,17.63,26.23,30.96,28.01,25.44,29.63,36.83,39.5,38.12,41.35,43.15,43.89,48.03,2291.44,2289.13,2236.33,2199.9,2239.76,2300.12,2354.29,2406.78,2460.25,2501.73,2522.37,2404.04,2626.07,2828.4,3127.48,4652.89,4726.98,4830.75,5154.33,5432.99,5458.24,CIV,"Population, total",SP.POP.TOTL,16454660,16853027,17231539,17599613,17970493,18354513,18754914,19171250,19605568,20059147,20532944,21028652,21547188,22087506,22647672,23226148,23822726,24437475,25069226,25716554,26378275,Africa,AF,384,CIV,L,L,L,L,L,L,L,L,LM,LM,LM,LM,LM,LM,LM,LM,LM,LM,LM,LM,Global
Croatia,60.79,60.3,61.08,62.23,63.7,68.65,64.16,62.23,86.98,65.45,63.1,49.7,51.7,47.4,50.2,47.2,56.37,52.79,56.35,58.43,60.66,61.19,62.39,56.97,46.73,47.92,51,53.37,54.4,54.23,57.18,52.59,53.46,55.15,54.73,56.69,57.05,61.09,52.59,37.95,45.6,55.79,52.26,59.8,57.7,52.6,52.12,35.46,41.68,46.74,47.21,52.28,46.63,44.78,50.76,52.93,52.33,48.54,50.91,45.9,51.32,50.97,56.69,57.28,58.53,63.92,10587.43,11550.99,12646.83,13549.79,14533.25,15300.61,17421.01,19318.72,20768.81,20009.63,19814.6,20804.39,21168.85,21820.52,22060.74,23005.1,24876.31,26800.12,28554.39,30245.98,28503.88,HRV,"Population, total",SP.POP.TOTL,4468302,4299642,4302174,4303399,4304600,4310145,4311159,4310217,4309705,4305181,4295427,4280622,4267558,4255689,4238389,4203604,4174349,4124531,4087843,4065253,4047200,Europe,EU,191,HRV,UM,UM,UM,UM,UM,UM,UM,UM,H,H,H,H,H,H,H,H,UM,H,H,H,Europe
Cyprus,56.24,56.62,57.25,56.9,57.04,56.26,57.15,66.23,80.24,72.6,64.8,46,43.2,46.6,53,54,60.94,57.61,66.99,65.12,64.28,52.29,44.34,41.66,42.24,42.03,41.23,42.28,44.14,45.84,47.56,31.32,29.64,24.71,20.43,26.59,28.11,31.82,31.32,38.03,44.36,47.19,48.98,51.44,45.38,52.63,50.88,33.4,46.16,50.01,50.94,53.61,46.47,43.23,43.65,44.01,43.42,46.61,48.22,42.84,48.35,44.11,49.59,49.18,52.09,58.78,21297.77,22871.72,23556.32,24254.8,25923.23,27763.23,29975.32,32841.72,34830.12,33909.73,33449.09,33313.47,31834.72,30375.12,30080.3,31815.14,35719.07,38050.86,40476.39,41514.51,38458.19,CYP,"Population, total",SP.POP.TOTL,943288,960274,976968,993562,1010410,1027657,1045508,1063708,1081568,1098089,1112617,1124837,1135046,1143866,1152297,1160987,1170189,1179685,1189262,1198574,1207361,Europe,EU,196,CYP,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,Europe
Czech Republic,60.52,60.92,61.85,63.55,64.53,71.62,64.79,81.47,84.67,67.68,71,51.9,55,54.6,57.5,50.4,59.13,53.93,57.99,57.03,58.52,45.13,49.73,42.93,47.01,48.65,50.82,52.66,52.28,53.14,55.17,45.65,47.08,43.03,37.93,38.03,35.56,48.64,45.65,31.52,39.62,50.32,53.52,53.3,40.02,52.34,54.8,47.82,37.88,50.86,52.04,56.6,58.22,54.55,57.13,56.97,54.84,58.53,61.21,47.3,55.28,61.25,67.8,65.04,66.26,69.36,16242.54,17628.68,18252.57,19517.94,20914.73,22095.39,23891.7,26250.48,27974.49,27781.94,27903.26,29001.37,29254.73,30818.11,32502.48,33899.29,36097.71,38824.89,41134.09,43005.55,41737.42,CZE,"Population, total",SP.POP.TOTL,10255063,10216605,10196916,10193998,10197101,10211216,10238905,10298828,10384603,10443936,10474410,10496088,10510785,10514272,10525347,10546059,10566332,10594438,10629928,10671870,10698896,Europe,EU,203,CZE,UM,UM,UM,UM,UM,UM,H,H,H,H,H,H,H,H,H,H,H,H,H,H,Europe
Denmark,60.88,61.38,62.02,62.17,63.55,69.15,63.61,76.92,89.21,81.6,82.5,57.3,60.6,57,54.6,63.9,72.61,75.23,77.76,71.19,61.87,59.49,61.96,71.14,51.61,52.73,56.03,57.18,57.21,56.96,61,49.16,50.4,51.02,49.74,46.23,46.82,51.41,49.16,42.11,48.72,55.84,43.21,59.81,65.65,63.14,63.33,51.08,45.45,54.75,55.27,57.82,58.13,55.24,62.88,66.45,67.56,63.6,67.04,46.92,52.57,57.17,58.85,59.25,59.28,63.06,28670.59,29450.04,30640.35,30788.62,32911.4,34150.16,37284.45,38958.86,41278.33,40361.1,43035.89,44403.38,44803.97,46726.85,47901.45,49045.34,51976.01,55356.68,57462.78,60334.81,60398.45,DNK,"Population, total",SP.POP.TOTL,5339616,5358783,5375931,5390574,5404523,5419432,5437272,5461438,5493621,5523095,5547683,5570572,5591572,5614932,5643475,5683483,5728010,5764980,5793636,5814422,5831404,Europe,EU,208,DNK,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,Europe
Dominican Republic,50.7,51.8,52.72,52.56,52.51,68.44,52.44,53.24,75.32,64.71,46.3,,,,,,,,,,,,,,38.42,38.16,41.44,40.52,40.69,40.78,44.46,46.04,46.04,46.31,38.76,40.94,42.03,45.44,46.04,32.92,36.74,40.98,45.11,44.24,46.56,35.56,36.56,38.14,39.44,36.15,34.6,41.05,32.39,31.08,37.83,35.06,31.86,30.64,32.99,42.11,44.21,48.97,50.96,51.82,52.39,56.27,6760.13,6973.54,7295.06,7226.72,7506.73,8356.01,9274.9,10098.7,10491.62,10539.4,11410.35,11869.12,11900.49,12482.16,13475.01,14740.83,16109.86,16735.36,18137.05,19191.58,17936.73,DOM,"Population, total",SP.POP.TOTL,8471317,8598599,8724974,8850317,8974444,9097262,9218681,9338856,9458079,9576736,9695117,9813219,9930916,10048226,10165182,10281675,10397738,10513111,10627147,10738957,10847904,North America,,214,DOM,LM,LM,LM,LM,LM,LM,LM,LM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,Global
Ecuador,58.42,56.19,58.27,57.77,61.09,69.34,60.55,58.54,66.58,57.42,51,,,,,,,,,,,,,,44.53,44.42,43.05,43.44,45.72,44.35,46.58,53.55,53.41,50.46,51.05,48.62,47.94,52.55,53.55,37.58,38.97,44.68,41.55,45.63,45.47,44.4,43.4,34.96,44.91,44.4,44.07,47.01,37.48,34.65,35.9,34.72,41.07,34.4,39.34,50.47,53.08,49.8,44.01,48.55,49.71,48.54,5838.9,6094.35,6332.19,6513.3,7117.17,7598.95,8037.89,8294.64,8845.55,8818.68,9090.31,9857.52,10311.4,11153.69,11713.18,11060.29,11034.27,11617.91,11839.34,11851.47,10896.43,ECU,"Population, total",SP.POP.TOTL,12681123,12914660,13143465,13369678,13596390,13825839,14059379,14296554,14535740,14774412,15011114,15243885,15474099,15707473,15951832,16212022,16491116,16785356,17084359,17373657,17643060,South America,SA,218,ECU,LM,LM,LM,LM,LM,LM,LM,LM,LM,LM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,Global
El Salvador,50.72,51.25,51.87,52.2,52.49,69.07,52.08,43.79,68.07,53.91,43.1,,,,,,,,,,,,,,39.85,39.07,39.84,40.49,39.99,40.23,44.73,40.88,41.03,40.33,35.29,39.62,36.48,40.74,40.88,51.31,49.97,50.99,47.62,52.68,61.06,36.35,35.1,52.26,48.41,34.62,38.58,43.03,27.75,24.96,31.72,29.4,27.26,24.78,26.25,41.53,42.94,42.33,50.45,45.99,48.63,52.57,4447.65,4554.85,4672.35,4807.71,4956.55,5224.75,5591.44,5823.17,6063.27,5956.87,6127.08,6465.81,6541.22,6877.15,7233.19,7597.69,8038.63,8454.06,8820.84,9168.05,8498.97,SLV,"Population, total",SP.POP.TOTL,5887930,5927001,5962139,5994075,6023801,6052124,6079395,6105810,6131767,6157678,6183877,6210567,6237922,6266076,6295124,6325121,6356137,6388124,6420740,6453550,6486201,North America,,222,SLV,LM,LM,LM,LM,LM,LM,LM,LM,LM,LM,LM,LM,LM,LM,LM,LM,LM,LM,LM,LM,Global
Eritrea,34.83,35.7,36.27,37.36,38.02,54.63,38.39,25.76,36.73,39.34,30.4,,,,,,,,,,,,,,32.3,32.96,32.7,35.08,33.94,34.24,35.86,36.67,35.3,30.7,33.52,33.79,35.17,38.42,36.67,44.18,49.45,50.48,57.79,53.39,57.65,27.3,28.27,46.97,32.45,34,34.84,33.62,18.2,22.03,19.81,18.66,16.27,14.49,17,38.01,35.01,35.35,37.51,32.26,33.3,32.6,1528.58,1640,1642.46,1553.46,1547.72,1575.14,1556.66,1578.9,1420.74,1459.83,1485.2,1625.51,,,,,,,,,,ERI,"Population, total",SP.POP.TOTL,2292413,2374721,2481059,2600972,2719809,2826653,2918209,2996540,3062782,3119920,3170437,3213969,,,,,,,,,,Africa,AF,232,ERI,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,Global
Estonia,55.62,56.3,55.68,57.15,56.39,63.8,56.09,74.66,88.59,64.31,65.3,49.2,51.5,51.3,52.7,53,52.45,45.52,51.58,47.24,46.04,52.02,44.37,48.05,49.39,49.71,53.56,53.73,54.42,54.92,59.38,55.71,56.51,65.38,63.31,60.5,63.32,63.84,55.71,33.63,37.92,42.21,40.75,46.55,49.85,48.92,48.54,43.07,46.24,49.79,51.87,59.4,51.4,48.17,51.89,52.86,53.82,50.35,55.81,53.08,61.71,62.61,62.63,60.84,62.52,68.02,9437.81,10326.33,11670.37,13123.84,14522.47,16624.91,19307.45,22164.75,22830.09,20608.9,21815.02,24780.98,26190.55,27642.58,29135.71,29389.26,31577.07,33856.18,36326.8,38819.34,38394.92,EST,"Population, total",SP.POP.TOTL,1396985,1388115,1379350,1370720,1362550,1354775,1346810,1340680,1337090,1334515,1331475,1327439,1322696,1317997,1314545,1315407,1315790,1317384,1321977,1326898,1331057,Europe,EU,233,EST,UM,UM,UM,UM,UM,UM,H,H,H,H,H,H,H,H,H,H,H,H,H,H,Europe
Ethiopia,51.57,51.88,52.68,53.77,52.5,43.14,52.71,39.43,45.83,44.78,34.4,,,,,,,,,,,,,,41.78,41.84,43.23,45.08,46.79,46.72,47.02,49.98,49.68,47.88,50.89,53.46,54.5,51.73,49.98,50.53,59.07,60.73,64.36,64.36,69.66,34.96,36.55,49.55,53.66,39.16,39.81,40.05,26.31,24.19,25.42,26.31,25.68,23.29,23.52,47.47,48.25,46.19,47.26,51.26,51.66,50.15,482.88,519.27,520.34,503.97,571.4,640.66,711.59,792.35,870.72,928.63,1028.32,1134.78,1213.6,1283.57,1513.7,1657.34,1878.81,2021.56,2154.02,2315.35,2422.96,ETH,"Population, total",SP.POP.TOTL,66224809,68159422,70142090,72170581,74239508,76346310,78489205,80674343,82916236,85233923,87639962,90139928,92726982,95385793,98094264,100835453,103603461,106399926,109224410,112078727,114963583,Africa,AF,231,ETH,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,Global
Finland,62.22,61.77,61.48,62.61,64.66,74.74,64.44,75.72,90.68,78.64,78.9,49.1,46.1,49.5,55.1,53.9,56.58,56.57,56.76,58.27,56.28,66.55,62.61,63.25,53.63,54.4,56.18,57.37,58.74,59.47,60.4,58.75,59.93,66.25,60.77,61.39,62.32,60.54,58.75,44.16,41.41,51.46,53.38,55.6,55.28,60.01,58.39,41.87,48.99,56.95,58.78,61.57,58.55,56.87,64.17,63.88,63.87,59.34,64.35,47.93,52.63,49.04,53.67,56.32,61.3,60.27,26796.36,27807.71,28605.12,29021.57,31175.88,32051.79,34409.03,37792.41,40083.7,38000.25,38986.22,40916.84,40873.1,41493.14,41757.4,42497.7,44934.45,47570.13,49755.14,51556.53,51089.79,FIN,"Population, total",SP.POP.TOTL,5176209,5188008,5200598,5213014,5228172,5246096,5266268,5288720,5313399,5338871,5363352,5388272,5413971,5438972,5461512,5479531,5495303,5508214,5515525,5521606,5530719,Europe,EU,246,FIN,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,Europe
France,62.3,66.74,67.07,68.25,68.72,78.22,69,71.05,88.2,83.95,80,56.8,62.2,63.5,64.6,66.3,64.74,65.9,64.11,65.97,66.17,59.8,59.3,57.9,50.33,50.4,51.78,52.88,52.4,51.95,55.52,51.57,52.23,56.3,50.96,45.2,46.4,48.83,51.57,36.89,42.74,49.26,53.25,53.09,56.73,51.75,53.81,40.74,32.43,51.2,51.93,55.61,56.92,54.46,56.37,57.99,58.29,54.61,59.7,51.26,54.63,49.59,53.24,55.09,53.74,56.72,26101.97,27501.93,28523.89,28143.64,29036.39,30498.58,32425.12,34079.93,35095.27,34703.6,35930.31,37440.63,37679.12,39523.86,40144.03,40850,42924.61,44577.06,46569.02,49377.13,46226.95,FRA,"Population, total",SP.POP.TOTL,60912500,61357432,61805266,62244880,62704901,63179356,63621376,64016227,64374979,64707035,65027505,65342789,65659814,65998685,66312067,66548272,66724104,66918020,67101930,67248926,67391582,Europe,EU,250,FRA,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,Europe
Gabon,49.99,56.32,57.14,56.45,55.42,56.44,57.91,46.6,67.37,45.05,45.8,,,,,,,,,,,,,,40.72,41.85,43.35,43.22,43.59,43.16,43.9,55.03,52.6,54.5,57.14,58.25,57.95,60.05,55.03,43.15,52.34,53.13,38.5,57.06,55.12,33.08,32.49,50.05,46.02,35.79,37.06,40.37,25.7,30.39,34.43,21.56,26.12,23.79,21.88,50.23,50.62,42.7,50.11,40.75,39.94,42.06,13852.35,14117.7,13968.82,14199.31,14315.11,14755.37,14366.19,15187.92,14517.85,14177.17,14837.02,15638.75,15356.24,15114.38,15370.97,14699.54,14286.19,15006.84,15098.45,15582.31,15190.64,GAB,"Population, total",SP.POP.TOTL,1228359,1258008,1288310,1319946,1353788,1390550,1430144,1472565,1518538,1568925,1624146,1684629,1749677,1817070,1883801,1947690,2007882,2064812,2119275,2172578,2225728,Africa,AF,266,GAB,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,Global
Georgia,53.63,55.95,56.25,56.28,57.34,63.64,56.84,47.23,64.96,55.69,41.3,,,,,,,,,,,,,,41.89,43.98,47.08,47.77,49.88,48.83,51.23,42.83,43.72,51.87,49.66,50.8,47.16,52.59,42.83,38.98,43.43,42.5,55.31,45.76,49.6,37.12,39.16,29.91,39.47,44.33,47.02,47.38,39.5,41.46,41.97,42.72,51.95,46.57,47.26,52.66,56.59,56.18,57.79,56.88,57.62,59.33,3104.52,3377.05,3650.86,4157.88,4545.29,5169.06,5860.36,6810.19,7132.21,6986,7564.06,8360.3,9826.05,10611.77,11575.55,12089.17,12858.48,13589.71,14595.63,15623.15,14863.02,GEO,"Population, total",SP.POP.TOTL,4077131,4014373,3978515,3951736,3927340,3902469,3880347,3860158,3848449,3814419,3786695,3756441,3728874,3717668,3719414,3725276,3727505,3728004,3726549,3720161,3714000,Europe,EU,268,GEO,L,L,L,LM,LM,LM,LM,LM,LM,LM,LM,LM,LM,LM,LM,UM,LM,LM,UM,UM,Europe
Germany,66.8,66.91,65.98,66.37,66.68,73.22,66.91,80.47,84.26,78.37,77.2,64.5,65.3,65.3,67,67.2,67.54,61.9,59.6,58.39,56.58,56.58,55.18,55.78,51.97,52.82,52.06,53.45,53.84,53.52,54.57,40.8,42.65,39.85,37.16,35.73,36.37,36.86,40.8,36.29,35.37,46.58,36.08,50.07,52.68,57.27,59.13,46.14,41.5,57.36,56.42,56.3,64.59,61.83,63.74,64.22,65.15,60.63,60.44,59.07,64.22,60.68,62.7,61.74,64.1,66.58,27210.87,28380.81,29178.64,29877.33,31307.86,31794.1,34114.62,36243.46,37802.39,36842.92,38982.43,42541.53,43359.61,44993.89,47011.55,47609.78,50579.68,52952.88,54954.85,55891.2,53694.35,DEU,"Population, total",SP.POP.TOTL,82211508,82349925,82488495,82534176,82516260,82469422,82376451,82266372,82110097,81902307,81776930,80274983,80425823,80645605,80982500,81686611,82348669,82657002,82905782,83092962,83240525,Europe,EU,276,DEU,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,Europe
Ghana,44.98,42.61,46.55,45.95,47.04,51.33,47.5,32.07,58.89,49.66,27.6,,,,,,,,,,,,,,43.41,42.47,43.95,44.48,42.97,42.92,48.49,51.23,50.09,46.8,53.51,49.13,48.94,55.62,51.23,41.48,52.01,56.1,42.41,57.69,63.81,36.97,38.45,46.67,46.29,36.45,36.44,40.64,35.24,32.31,36.88,34.45,31.53,25.24,27.26,53.12,50.01,43.91,40.47,40.07,46.28,55.1,1771.54,1837.25,1903.15,1989.77,2104.81,2241.29,2394.93,2500.8,2711.88,2792.97,2973.83,3379.48,3781.87,5294.82,5256.67,5005.02,4844.66,4983.69,5302.2,5625.1,5596.31,GHA,"Population, total",SP.POP.TOTL,19278850,19756929,20246376,20750308,21272328,21814648,22379057,22963946,23563832,24170943,24779614,25387713,25996454,26607641,27224480,27849203,28481947,29121464,29767108,30417858,31072945,Africa,AF,288,GHA,L,L,L,L,L,L,L,L,L,L,LM,LM,LM,LM,LM,LM,LM,LM,LM,LM,Global
Greece,55.8,56.91,58.28,59,59.61,60.87,60.04,73.28,85.81,73.6,69.1,46.8,44.7,46,52.4,50.3,52.04,51.5,55.89,55.06,58.29,47.86,50.86,52.59,42.79,42.41,45.2,46.92,47.44,47.44,49.96,46.85,47.99,48.1,43.01,40.84,40.77,44.74,46.85,35.83,43.31,47.74,45.98,51.25,46.03,41.98,42.04,36.62,37.64,43.55,43.63,50.01,46.5,43.02,49.03,49.72,51.51,46.85,49.88,40.26,43.15,40.45,49.21,49.4,54.67,59.15,19524.68,20963.84,22615.94,23871.97,25439.35,25577.52,28510.94,29284.67,30856.01,30381.49,27934.41,25671.52,24912.19,25947.94,26642.11,26721.12,27471.24,28645.04,29680.94,30869.15,28463.79,GRC,"Population, total",SP.POP.TOTL,10805808,10862132,10902022,10928070,10955141,10987314,11020362,11048473,11077841,11107017,11121341,11104899,11045011,10965211,10892413,10820883,10775971,10754679,10732882,10721582,10715549,Europe,EU,300,GRC,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,Europe
Guatemala,47.53,47.73,48.76,51.9,52.38,53.97,51.88,48.06,69.64,52.33,31.8,,,,,,,,,,,,,,41.86,39.97,37.25,40.3,39.25,39.49,41.61,46.35,46.2,41.5,45.03,38.68,38.61,45.48,46.35,55.88,54.41,52.39,42.82,52.89,57.68,33.13,31.9,39.2,34.91,35.1,33.03,33.28,27.21,17.84,19.16,21.98,21.51,22.77,22.38,46.75,48.05,42.92,48.61,48.15,50.15,49.26,4763.66,4863.45,5013.51,5124.39,5313.31,5541.98,5894.58,6310.61,6518.39,6476.43,6618.19,6910.88,7204.73,7446.59,7758.49,8194.44,8221.75,8322.22,8665.35,9019.26,8854.2,GTM,"Population, total",SP.POP.TOTL,11589761,11871565,12147518,12415334,12682108,12948292,13213330,13477017,13739299,14000190,14259687,14521515,14781942,15043981,15306316,15567419,15827690,16087418,16346950,16604026,16858333,North America,,320,GTM,LM,LM,LM,LM,LM,LM,LM,LM,LM,LM,LM,LM,LM,LM,LM,LM,LM,UM,UM,UM,Global
Haiti,39.19,38.8,40.27,41.07,41.12,39.5,41.15,19.01,43.28,33.74,27,,,,,,,,,,,,,,32.87,32.55,32.57,34.5,33.21,31.25,35.54,31.31,29.38,27.83,27.53,27.64,29.35,31.07,31.31,48.68,54.56,51.43,60.88,55.15,52.48,31.77,32.08,49.66,38.63,28,29.37,32.42,26.3,23.53,25.79,30.12,28.71,20.12,31.29,27.41,29.08,28.69,32.44,27.53,22.26,30.45,2095.54,2098.39,2115.57,2190.73,2185.86,2297.85,2370.15,2528.65,2600.31,2742.47,2628.28,2805.73,2762.44,2872.19,2897.22,2903.36,3025.73,2980.96,3064.16,3028.31,2925.37,HTI,"Population, total",SP.POP.TOTL,8463802,8608810,8754148,8900108,9047082,9195289,9344784,9495336,9646570,9798046,9949318,10100320,10250922,10400672,10549007,10695540,10839976,10982367,11123183,11263079,11402533,North America,,332,HTI,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,Global
Honduras,49.35,48.63,49.1,51.11,52.03,49.87,52.54,48.87,69.64,51.51,37.8,,,,,,,,,,,,,,34.13,34.14,36.52,37.95,38.03,36.2,42.17,44.51,45.02,39.91,40.91,40.94,40.36,45.83,44.51,40.3,54.42,51.33,59.35,54.5,57.61,28.81,28.83,40.15,39.8,31.82,29.93,33.98,27.94,24.31,29.39,26.41,30.33,25.32,32.6,30.46,32.21,31.4,38.76,32.43,30.88,40.85,2591.33,2648.81,2720.27,2824.61,3006.7,3210.35,3443.77,3671.33,3816.84,3674.23,3778.46,3928.27,4032.58,4142.24,4452.59,4823.4,5147.25,5561.99,5816.75,5978.76,5420.56,HND,"Population, total",SP.POP.TOTL,6574510,6751912,6929267,7106323,7282953,7458982,7634295,7808520,7980955,8150780,8317467,8480670,8640692,8798524,8955579,9112904,9270794,9429016,9587523,9746115,9904608,North America,,340,HND,LM,LM,LM,LM,LM,LM,LM,LM,LM,LM,LM,LM,LM,LM,LM,LM,LM,LM,LM,LM,Global
Hungary,52.36,53.36,55.07,56.47,56.96,69.11,57.12,70.28,84.6,65.01,63.7,61,60.5,55.6,61.8,60.7,66.41,65.17,62.82,60.76,55.05,44,46.79,41.17,45.74,44.97,47.32,47.79,48.8,49.22,52.88,47.76,48.5,45.43,45.85,44.66,44.43,53.5,47.76,34.51,39.39,44.1,36.1,47.42,48.34,47.3,45.63,40.66,46.54,43.86,45.03,46.03,51.26,45.08,51.48,49.76,53.2,50.86,57.5,44.95,51.15,54.73,56.69,55.77,58.35,59.04,11858.33,13213.64,14526.39,15465.37,16230.26,17073.55,18337.21,19041.09,20696.73,20689.05,21716.65,22999.83,23206.26,24498.66,25642.56,26777.47,27911.66,29465.13,31831.98,33956.82,33084.1,HUN,"Population, total",SP.POP.TOTL,10210971,10187576,10158608,10129552,10107146,10087065,10071370,10055780,10038188,10022650,10000023,9971727,9920362,9893082,9866468,9843028,9814023,9787966,9775564,9771141,9749763,Europe,EU,348,HUN,UM,UM,UM,UM,UM,UM,UM,H,H,H,H,H,UM,UM,H,H,H,H,H,H,Europe
